Date,ESM6P 2080 Index,ESM6P 2085 Index,ESM6P 2090 Index,ESM6P 2095 Index,ESM6P 2100 Index,ESM6P 2105 Index,ESM6P 2110 Index,ESM6P 2115 Index,ESM6P 2120 Index,ESM6P 2125 Index,ESM6P 2130 Index,ESM6P 2135 Index,ESM6P 2140 Index,ESM6P 2145 Index,ESM6P 2150 Index,ESM6P 2155 Index,ESM6P 2160 Index,ESM6P 2165 Index,Open,High,Low,Close
4/19/2016,37.25,39,40.75,42.5,44.5,46.75,49,51.25,53.5,56.25,58.75,61.5,64.5,67.5,70.5,74,77.25,81,35.5,38.5,34.75,35.5
4/18/2016,40,41.75,43.75,45.75,47.75,50,52.25,54.75,57.25,60,62.75,65.75,68.75,72,75.5,79,82.5,86.25,45,45,38,38.25
4/15/2016,47,49,51,53.25,55.5,58,60.5,63,65.75,68.5,71.75,74.75,78,81.5,85.25,89,92.75,96.5,46,48,45.25,45
4/14/2016,47.5,49.5,51.75,53.75,56,58.5,61,63.5,66.25,69,71.75,75,78,81.5,85,88.5,92.25,96,48,49.5,44,45.75
4/13/2016,48.5,50.5,52.5,54.75,57,59.5,62,64.5,67,69.75,72.75,75.75,78.75,82,85.5,89,92.5,96.5,52,52,46.25,46.5
4/12/2016,60,62.5,64.75,67.25,70,72.5,75.5,78.25,81.5,84.5,87.75,91.25,94.75,98.25,102,106,110,114,58.25,58.25,58.25,57.75
4/11/2016,74,76.5,79.25,82,85,88,91.25,94.5,98,101.5,105,109,112.75,116.75,121,125,129.5,133.75,64.25,64.25,64.25,71.25
4/8/2016,70,72.5,75,77.75,80.5,83.5,86.5,89.75,93,96.5,100,103.5,107.5,111.25,115.25,119.25,123.5,127.75,69.5,69.5,69.5,67.5
4/7/2016,75,77.5,80.5,83.25,86.25,89.25,92.5,95.5,99,102.5,106,109.5,113.5,117.25,121.25,125.5,129.5,134,58.25,58.25,58.25,72.5
4/6/2016,59.25,61.5,63.75,66.25,68.75,71.25,74,77,79.75,83,86,89.25,92.75,96.25,99.75,103.5,107.5,111.25,60.25,60.25,60.25,57
4/5/2016,73,75.5,78.25,81,84,87,90,93.25,96.5,100,103.5,107.25,111,114.75,118.75,122.75,127,131,63.75,70,63.75,70.5
4/4/2016,61,63.25,65.5,68,70.5,73.25,76,79,82.25,85.25,88.5,91.75,95.25,98.75,102.25,106,110,114,58.75,58.75,58.75,58.75
4/1/2016,56.25,58.5,60.75,63,65.5,68,70.5,73.25,76.25,79,82.25,85.5,88.75,92,95.5,99.25,103,107,55.75,55.75,54.5,54
3/31/2016,64.75,67,69.5,72,74.75,77.5,80.25,83.25,86.5,89.5,93,96.25,100,103.5,107.25,111,115,119,61,61,61,62.5
3/30/2016,62.25,64.5,67,69.5,72,74.75,77.5,80.5,83.5,86.5,90,93.25,96.75,100.25,104,108,111.75,116,60,60,60,60
3/29/2016,67.75,70.25,72.75,75.5,78.25,81,84,87,90,93.25,96.75,100,103.75,107.5,111.25,115,119,123.25,81.25,81.25,67,65.25
3/28/2016,81.5,84.25,87.25,90.25,93.25,96.25,99.5,103,106.5,110,113.5,117.25,121,125,129,133,137.25,141.75,79,79,79,79
3/24/2016,82.25,85,87.75,90.75,93.75,96.75,100,103.25,106.75,110.25,113.75,117.5,121,125,129,133,137.25,141.5,89.25,89.25,87.25,79.75
3/23/2016,82.5,85.25,88,91,94,97,100.25,103.5,106.75,110.25,113.75,117.25,121,125,128.75,133,137,141.25,80,80,80,80
3/22/2016,73.75,76,78.75,81.25,84,86.75,89.75,92.75,95.75,99,102.25,105.75,109.25,113,116.5,120.5,124.5,128.5,69.5,69.5,69.5,71.5
3/21/2016,74,76.25,78.75,81.5,84.25,87,90,93,96.25,99.5,102.75,106,109.5,113,116.75,120.5,124.5,128.5,71.5,71.5,71.5,71.5
3/18/2016,78.75,81.25,84,86.5,89.5,92.25,95.25,98.5,101.5,105,108.25,111.5,115.25,118.75,122.5,126.25,130.25,134.25,76.25,76.25,76.25,76.25
3/17/2016,83.5,86,88.75,91.5,94.5,97.5,100.5,103.75,107,110.25,113.75,117.25,121,124.5,128.5,132.5,136.5,140.75,81,81,81,81
3/16/2016,92.25,95.25,98,101,104,107.25,110.25,113.5,117,120.75,124.5,128.25,132,136,140,144,148.25,152.5,89.5,89.5,89.5,89.5
3/15/2016,101.5,104.25,107.25,110.5,113.5,117,120.5,124,127.5,131,134.75,138.5,142.5,146.5,150.5,154.75,159,163.25,98.5,98.5,98.5,98.5
3/14/2016,99.75,102.5,105.5,108.75,112,115.25,118.5,122,125.25,129,132.5,136.25,140,144,148,152.25,156.5,160.75,101.5,101.5,101.5,97
3/11/2016,100.5,103.5,106.5,109.5,112.5,115.5,118.75,122,125.5,129,132.5,136.25,140,144,148,152,156,160.25,97.75,97.75,97.75,97.75
3/10/2016,123,126,129.5,133,136.5,140,143.75,147.5,151.25,155,159,163,167.25,171.5,175.75,180,184.5,189,119.75,119.75,119.75,119.75
3/9/2016,123.5,126.75,130,133.5,137,140.75,144.5,148,151.75,155.75,159.5,163.5,167.75,172,176.25,180.5,184.75,189.25,120.25,120.25,120.25,120.25
3/8/2016,130,133.5,136.75,140.25,144,147.5,151.25,155,159,163,167,171,175.25,179.5,183.5,188,192.5,196.75,126.75,126.75,126.75,126.75
3/7/2016,116,119,122,125.5,128.75,132.25,135.75,139.25,143,146.75,150.5,154.5,158.5,162.5,166.75,171,175.25,179.5,112.75,112.75,112.75,112.75
3/4/2016,119,122,125.25,128.5,132,135.5,139,142.75,146.5,150.25,154.25,158.25,162.25,166.25,170.5,174.75,179,183.5,115.75,115.75,115.75,115.75
3/3/2016,122,125.25,128.75,132.25,135.75,139.25,143,146.5,150.5,154.25,158.25,162.25,166.25,170.5,174.75,179,183.5,187.75,118.75,118.75,118.75,118.75
3/2/2016,127.25,130.75,134,137.5,141,144.75,148.5,152,156,160,164,168,172,176.25,180.5,185,189.5,194,133.5,133.5,133.5,124
3/1/2016,132.25,135.5,139,142.75,146.25,150,153.75,157.75,161.5,165.5,169.5,173.5,177.75,182,186.25,190.75,195,199.5,129,129,129,129
2/29/2016,172.25,176,180,184,188.25,192.5,196.5,201,205.25,209.5,214,218.5,223,227.5,232.25,236.75,241.5,246.25,168.5,168.5,168.5,168.5
2/26/2016,162,165.5,169.5,173.25,177.25,181.25,185.25,189.5,193.5,197.75,202,206.5,211,215.5,220,224.5,229,233.75,158.25,158.25,158.25,158.25
2/25/2016,156,159.5,163.25,167,171,175,179,183,187,191.25,195.5,199.75,204,208.5,213,217.5,222,226.5,152.25,152.25,152.25,152.25
2/24/2016,173.75,177.5,181.5,185.5,189.5,193.5,197.75,202,206,210.5,214.75,219.25,223.5,228,232.5,237.25,241.75,246.5,170,170,170,170
2/23/2016,184.75,188.75,192.75,196.75,201,205.25,209.5,213.75,218.25,222.5,227,231.5,236,240.75,245.5,250,254.75,259.5,180.75,180.75,180.75,180.75
2/22/2016,167.5,171.5,175.25,179.25,183.25,187.25,191.25,195.5,199.75,204,208.25,212.75,217,221.5,226,230.75,235.25,240,164,164,164,164
2/19/2016,187,191,195,199,203,207.25,211.5,215.75,220,224.5,229,233.25,237.75,242.5,247,251.5,256.25,261,183.25,183.25,183.25,183.25
2/18/2016,187,190.75,194.75,198.75,202.75,206.75,211,215,219.25,223.5,228,232.25,236.75,241.25,245.75,250.25,255,259.5,183.25,183.25,183.25,183.25
2/17/2016,183.75,187.5,191.25,195,199,203,207,211,215.25,219.5,223.5,227.75,232.25,236.5,241,245.5,250,254.5,180,180,180,180
2/16/2016,213,217,221,225,229.25,233.5,237.75,242,246.5,251,255.25,259.75,264.25,268.75,273.5,278,282.75,287.5,209,209,209,209
2/12/2016,241,245,249.25,253.5,258,262.5,266.75,271.25,275.75,280.25,284.75,289.25,294,298.5,303.25,308,312.5,317.5,236.75,236.75,236.75,236.75
2/11/2016,271.5,275.75,280.25,284.75,289.25,293.75,298.5,303,307.75,312.5,317,321.75,326.5,331.25,336,341,345.75,350.5,267,267,267,267
2/10/2016,250.75,255,259.5,263.75,268.25,272.5,277,281.5,286.25,290.75,295.5,300,304.75,309.5,314,318.75,323.5,328.5,246.5,246.5,246.5,246.5
2/9/2016,249.5,254,258.25,262.5,267,271.5,276,280.5,285,289.5,294,298.75,303.5,308,312.75,317.5,322.25,327,245.25,245.25,245.25,245.25
2/8/2016,246.25,250.5,254.75,259.25,263.5,268,272.5,277,281.5,286,290.5,295.25,300,304.5,309.25,314,318.75,323.5,242,242,242,242
2/5/2016,225,229,233.25,237.5,241.75,246,250.5,255,259.25,263.75,268.25,272.75,277.25,282,286.5,291.25,296,300.5,220.75,220.75,220.75,220.75
2/4/2016,196.75,200.75,204.5,208.5,212.5,216.5,220.75,225,229,233.5,237.75,242,246.5,251,255.5,260,264.5,269,193,193,193,193
2/3/2016,195.25,199.25,203,207,211,215,219.25,223.5,227.75,232,236.5,240.75,245.25,249.75,254.25,259,263.5,268,191.5,191.5,191.5,191.5
2/2/2016,204.5,208.5,212.5,216.5,220.75,225,229.25,233.5,237.75,242.25,246.5,251,255.5,260,264.5,269.25,273.75,278.5,200.5,200.5,200.5,200.5
2/1/2016,176,179.75,183.5,187.25,191.25,195,199,203,207,211.25,215.5,219.5,224,228.25,232.5,237,241.5,246,181.5,181.5,181.5,172.5
1/29/2016,177.5,181.25,185,189,192.75,196.5,200.5,204.5,208.75,212.75,217,221.25,225.5,229.75,234.25,238.5,243,247.5,174,174,174,174
1/28/2016,219.25,223.25,227.5,231.75,236,240.25,244.5,249,253.5,258,262.5,267,271.5,276,280.75,285.5,290,294.75,215,215,215,215
1/27/2016,225.25,229.25,233.5,237.5,242,246.25,250.5,255,259.5,264,268.5,273,277.5,282,286.75,291.25,296,300.75,221,221,221,221
1/26/2016,207.5,211.5,215.5,219.5,223.75,228,232,236.25,240.5,244.75,249.25,253.5,258,262.5,267,271.5,276,280.75,203.75,203.75,203.75,203.75
1/25/2016,229.75,233.75,238,242.25,246.5,250.75,255,259.5,264,268.5,273,277.5,282,286.75,291.25,296,300.75,305.5,225.5,225.5,225.5,225.5
1/22/2016,205,209,213,217,221,225,229.25,233.5,237.5,242,246.25,250.75,255,259.5,264,268.5,273.25,277.75,201,201,201,201
1/21/2016,239.5,243.5,247.75,252,256.25,260.5,265,269.5,273.75,278.25,282.75,287.25,291.75,296.25,301,305.5,310.25,315,235.25,235.25,235.25,235.25
1/20/2016,244.5,248.75,253,257.25,261.5,266,270.5,274.75,279.25,283.75,288.25,292.75,297.5,302,306.75,311.5,316,320.75,240.5,240.5,240.5,240.5
1/19/2016,228,232,236.25,240.5,244.5,249,253.25,257.5,262,266.25,270.75,275.25,279.75,284.25,289,293.5,298,302.75,224,224,224,224
1/15/2016,227.5,231.5,235.5,239.75,243.75,248,252.25,256.5,260.75,265,269.5,273.75,278.25,282.75,287.5,292,296.5,301.25,223.5,223.5,223.5,223.5
1/14/2016,194.25,198,201.75,205.5,209.25,213.25,217,221,225,229.25,233.5,237.5,241.75,246,250.5,254.75,259.25,263.75,190.75,190.75,190.75,190.75
1/13/2016,221.75,225.75,229.75,234,238,242.25,246.5,250.5,254.75,259,263.5,268,272.25,276.75,281.25,285.75,290.5,295,218,218,218,218
1/12/2016,185.5,189.25,192.75,196.5,200.25,204,208,211.75,215.75,219.75,224,228,232.25,236.5,240.75,245,249.5,253.75,182,182,182,182
1/11/2016,195,198.5,202.25,206,209.75,213.5,217.5,221.5,225.5,229.5,233.75,238,242,246.5,250.75,255,259.5,264,191.5,191.5,191.5,191.5
1/8/2016,201.5,205,208.5,212.25,216,219.75,223.5,227.5,231.25,235.25,239.5,243.5,247.5,251.75,256,260.25,264.5,269,198,198,198,198
1/7/2016,184.75,188,191.5,195,198.5,202,205.75,209.5,213.25,217,220.75,224.75,228.75,232.75,236.75,241,245,249.25,171,171,171,181.5
1/6/2016,145.5,148.5,151.5,154.5,157.5,160.5,163.75,166.75,170,173.5,176.75,180.25,183.75,187.5,191,194.75,198.5,202.25,142.75,142.75,142.75,142.75
1/5/2016,129.5,132,134.75,137.5,140.25,143,146,148.75,151.75,155,158,161,164.25,167.5,171,174.5,178,181.5,127,127,127,127
1/4/2016,133.5,136,138.75,141.5,144.25,147,150,152.75,155.75,158.75,162,165,168.25,171.5,175,178.25,181.75,185.25,131,131,131,131
12/31/2015,116.75,119,121.5,124,126.5,129,131.75,134.5,137,140,142.75,145.5,148.5,151.5,154.75,157.75,161,164,114.5,114.5,114.5,114.5
12/30/2015,106.5,108.5,111,113.25,115.5,117.75,120.25,122.75,125.25,128,130.5,133.25,136,138.75,141.75,144.5,147.5,150.75,104.25,104.25,104.25,104.25
12/29/2015,97.25,99.25,101.5,103.5,105.5,107.75,110,112.5,114.5,117,119.5,122,124.5,127,129.75,132.5,135.25,138,95.25,95.25,95.25,95.25
12/28/2015,110,112,114.5,116.75,119,121.5,124,126.5,129.25,132,134.5,137.25,140,143,146,149,152,155,107.75,107.75,107.75,107.75
12/24/2015,110.5,112.75,115,117.25,119.5,122,124.5,127,129.5,132.25,134.75,137.5,140.25,143,146,149,152,155,108.25,108.25,108.25,108.25
12/23/2015,109.5,111.5,114,116.25,118.5,120.75,123.25,125.75,128.5,131,133.5,136.25,139,141.75,144.5,147.5,150.5,153.5,107.25,107.25,107.25,107.25
12/22/2015,119.5,121.75,124.25,126.75,129.25,131.75,134.5,137,139.75,142.5,145.25,148.25,151.25,154.25,157.25,160.25,163.5,166.5,117.25,117.25,117.25,117.25
12/21/2015,133.5,136,138.75,141.25,144,146.75,149.5,152.5,155.5,158.5,161.5,164.5,167.5,170.75,174,177.25,180.75,184,131,131,131,131
12/18/2015,149.5,152.5,155.25,158,161,164,166.75,169.75,173,176,179.25,182.5,186,189,192.5,196,199.5,203,147,147,147,147
12/17/2015,129.5,,134.5,,139.5,,144.75,,150.25,153,156,,162,,168,,174.25,,127,127,127,127
12/16/2015,108.5,,112.75,,117,,121.5,,126.5,129,131.5,,136.5,,142,,147.5,,105,105,105,106.25
12/15/2015,125.25,,130,,134.75,,140,,145,147.75,150.5,,156.25,,162.25,,168.25,,123.5,123.5,123.5,123
12/14/2015,142.25,,147.5,,153,,158.5,,164,167,170,,176.25,,182.5,,189.25,,139.75,139.75,139.75,139.75
12/11/2015,150.25,,155.5,,161,,166.5,,172.5,175.5,178.5,,184.5,,191,,197.75,,144.75,144.75,139.5,147.5
12/10/2015,123.75,,128.5,,133,,138.25,,143.5,146,148.75,,154.25,,160,,166,,121.5,121.5,121.5,121.5
12/9/2015,127,,131.5,,136.5,,141.75,,147,149.75,152.5,,158.25,,164.25,,170.25,,124.5,124.5,124.5,124.5
12/8/2015,117.25,,121.75,,126.5,,131.25,,136.25,138.75,141.5,,146.75,,152.25,,158,,115.5,115.5,115.5,115
12/7/2015,104.5,,108.5,,112.75,,117,,121.75,124,126.5,,131.5,,136.5,,142,,102.5,102.5,102.5,102.5
12/4/2015,101.25,,105.25,,109.25,,113.5,,118,120.25,122.5,,127.25,,132.25,,137.5,,99.25,99.25,99.25,99.25
12/3/2015,121.5,,126,,130.5,,135.5,,140.5,143.25,146,,151.25,,157,,163,,119.25,119.25,119.25,119.25
12/2/2015,105.5,,109.5,,113.75,,118.25,,122.75,125,127.5,,132.25,,137.5,,142.75,,103.5,103.5,103.5,103.5
12/1/2015,97,,100.5,,104.5,,108.5,,112.75,115,117,,121.75,,126.5,,131.5,,95,95,95,95
11/30/2015,108.5,,112.5,,117,,121.25,,126,128.25,130.5,,135.5,,140.75,,146,,106.5,106.5,106.5,106.5
11/27/2015,104,,108,,112,,116,,120.5,123,125.25,,130,,134.75,,140,,102,102,102,102
11/25/2015,105.25,,109.25,,113.25,,117.5,,122,124.5,126.75,,131.5,,136.5,,141.5,,103.5,103.5,103.5,103.5
11/24/2015,107.75,,112,,116,,120.5,,125,127.25,129.5,,134.5,,139.5,,144.75,,106,106,106,106
11/23/2015,108.5,,112.5,,116.5,,121,,125.5,127.5,130,,134.75,,139.75,,145,,106.5,106.5,106.5,106.5
11/20/2015,107.75,,111.75,,115.75,,120,,124.5,126.75,129,,133.75,,138.5,,143.75,,104,108,104,105.75
11/19/2015,114,,118,,122.25,,126.5,,131,133.5,135.75,,140.75,,146,,151.25,,112,112,112,112
11/18/2015,111.75,,115.75,,120,,124.5,,129,131.25,133.75,,138.75,,144,,149.25,,109.75,109.75,109.75,109.75
11/17/2015,128.5,,133.25,,138,,143,,148,150.75,153.5,,158.75,,164.5,,170.5,,126.25,126.25,126.25,126.25
11/16/2015,128.5,,133,,137.75,,142.75,,148,150.5,153.25,,158.75,,164.5,,170.5,,126,126,126,126
11/13/2015,147.5,,152.5,,157.75,,163.25,,168.75,171.75,174.5,,180.5,,186.5,,193,,146,146,146,145
11/12/2015,132.75,,137.5,,142.5,,147.5,,152.75,155.5,158,,163.75,,169.5,,175.5,,130.5,130.5,130.5,130.5
11/11/2015,115.5,,119.75,,124.25,,129,,133.5,136,138.5,,143.75,,149,,154.5,,113.5,113.5,113.5,113.5
11/10/2015,110.5,,114.5,,119,,123.5,,128,130.5,133,,138,,143,,148.5,,108.5,108.5,108.5,108.5
11/9/2015,115.25,,119.5,,123.75,,128.25,,133,135.25,137.75,,142.75,,148,,153.5,,113.25,113.25,113.25,113.25
11/6/2015,104,,108,,112,,116,,120.5,122.5,125,,129.5,,134.5,,139.5,,102,102,102,102
11/5/2015,105.5,,109.5,,113.5,,117.5,,122,124,126.5,,131,,135.75,,141,,103.75,103.75,103.75,103.75
11/4/2015,106,,109.75,,114,,118,,122.5,124.5,127,,131.5,,136.25,,141.25,,104,104,104,104
11/3/2015,101,,104.5,,108.5,,112.5,,116.75,118.75,121,,125.5,,130.25,,135,,99,99,99,99
11/2/2015,103.5,,107.5,,111.5,,115.5,,120,122,124.5,,129,,133.75,,139,,101.5,101.5,101.5,101.5
10/30/2015,115.5,,119.75,,124.25,,128.75,,133.5,135.75,138.25,,143.5,,148.5,,154,,113.5,113.5,113.5,113.5
10/29/2015,111.75,,115.75,,120,,124.5,,129,131.25,133.5,,138.5,,143.75,,149,,116,116,114.75,109.75
10/28/2015,111,,115.25,,119.25,,123.75,,128.25,130.5,133,,137.75,,142.75,,148,,116,116,114.75,109
10/27/2015,123.25,,127.75,,132.25,,137,,142,144.5,147,,152.25,,157.75,,163.5,,121,121,121,121
10/26/2015,122.75,,127,,131.75,,136.5,,141.25,143.75,146.5,,151.75,,157.25,,162.75,,120.5,120.5,120.5,120.5
10/23/2015,120,,124.5,,129,,133.5,,138.5,141,143.5,,148.5,,154,,159.75,,116,116,116,118
10/22/2015,125.25,,130,,134.75,,139.5,,144.75,147.25,150,,155.5,,161,,167,,123,123,123,123
10/21/2015,152.75,,158.25,,163.75,,169.25,,175.25,178.25,181.25,,187.5,,194,,200.5,,150.25,150.25,150.25,150.25
10/20/2015,144.5,,149.75,,155,,160.5,,166,169,172,,178,,184.5,,191,,142,142,142,142
10/19/2015,140.25,,145.25,,150.5,,155.75,,161.5,164.25,167,,173,,179.25,,185.75,,137.75,137.75,137.75,137.75
10/16/2015,144.5,,149.75,,155,,160.25,,165.75,168.75,171.5,,177.5,,183.5,,190,,142,142,142,142
10/15/2015,149,,154.25,,159.75,,165.25,,170.75,173.75,176.75,,182.75,,189,,195.25,,146.5,146.5,146.5,146.5
10/14/2015,172.5,,178.25,,184,,190.25,,196.25,199.5,202.75,,209.25,,216,,223,,169.75,169.75,169.75,169.75
10/13/2015,166,,171.5,,177.25,,183.25,,189.25,192.25,195.5,,202,,208.5,,215.25,,163.5,163.5,163.5,163.5
10/12/2015,153.75,,159,,164.5,,170,,175.75,178.75,181.75,,188,,194.25,,200.75,,151.25,151.25,151.25,151.25
10/9/2015,158.75,,164,,169.5,,175.25,,181,184,187,,193,,199.5,,206,,156.25,156.25,156.25,156.25
10/8/2015,160,,165.5,,170.75,,176.5,,182.5,185.5,188.5,,194.5,,201,,207.5,,157.5,157.5,157.5,157.5
10/7/2015,173,,178.75,,184.5,,190.5,,196.5,199.5,202.75,,209.25,,216,,222.75,,170.25,170.25,170.25,170.25
10/6/2015,186,,191.75,,197.75,,204,,210.5,214,217.25,,224,,230.75,,238,,183,183,183,183
10/5/2015,182.5,,188.25,,194.25,,200.25,,206.5,209.75,213,,219.75,,226.5,,233.5,,179.5,179.5,179.5,179.5
10/2/2015,204.5,,210.75,,217,,223.75,,230.5,234,237.5,,244.5,,251.75,,259.25,,201.25,201.25,201.25,201.25
10/1/2015,224,,230.75,,237.5,,244.5,,251.5,255.25,259,,266.25,,274,,281.5,,220.75,220.75,220.75,220.75
9/30/2015,230.75,,237.5,,244.5,,251.5,,258.5,262.25,266,,273.5,,281,,288.75,,227.5,227.5,227.5,227.5
9/29/2015,256.5,,263.75,,271,,278.5,,286,290,294,,301.75,,310,,318,,253,253,253,253
9/28/2015,258.5,,265.5,,273,,280.5,,288,292,295.75,,303.75,,311.75,,320,,255,255,255,255
9/25/2015,222.75,,229.25,,236,,242.75,,249.75,253.25,257,,264.25,,271.75,,279.25,,219.5,219.5,219.5,219.5
9/24/2015,223,,229.5,,236.25,,243.25,,250.25,253.75,257.5,,264.75,,272,,279.5,,219.75,219.75,219.75,219.75
9/23/2015,214,,220.5,,227,,233.75,,240.5,244,247.5,,255,,262.25,,270,,211,211,211,211
9/22/2015,213.25,,219.75,,226.25,,233,,239.5,243,246.5,,253.75,,261,,268.25,,210,210,210,210
9/21/2015,189.75,,195.5,,201.75,,208,,214.25,217.5,220.75,,227.5,,234.5,,241.5,,186.75,186.75,186.75,186.75
9/18/2015,201.5,,207.25,,213.5,,220,,226.5,229.5,233,,240,,247,,254,,198.5,198.5,198.5,198.5
9/17/2015,183.75,,189.5,,195,,201,,207,210,213.25,,219.5,,226.25,,233,,181,181,181,181
9/16/2015,177,,182.5,,188.25,,194,,199.75,202.75,206,,212,,218.5,,225,,174.5,193,175,174.5
9/15/2015,192.75,,198.5,,204,,210,,216.25,219.5,222.5,,229,,235.5,,242.5,,190,214.75,189,190
9/14/2015,213.5,,219.25,,225.5,,231.5,,237.75,241,244.25,,251,,257.75,,264.75,,210.5,214.75,197.75,210.5
9/11/2015,207.75,,213.75,,219.75,,226,,232.5,235.5,238.75,,245.5,,252.25,,259.25,,205,220,205.25,205
9/10/2015,215,,221,,227.25,,233.5,,240,243.25,246.75,,253.5,,260.5,,267.5,,212,225.25,204.25,212
9/9/2015,220.5,,226.5,,233,,239.25,,246,249.25,252.5,,259.5,,266.5,,273.5,,217.5,221.75,186.75,217.5
9/8/2015,206.5,,212.5,,218.25,,224.5,,230.5,233.75,237,,243.5,,250,,257,,203.75,237,203.25,203.75
9/4/2015,238,,244.25,,250.75,,257.5,,264.25,267.5,271,,278.25,,285.5,,292.5,,235,244.75,215.25,235
9/3/2015,219.5,,225.75,,232,,238,,244.5,248,251.25,,258,,264.75,,271.75,,216.5,218.75,197.5,216.5
9/2/2015,218.25,,224.25,,230.5,,236.75,,243.25,246.5,250,,256.75,,263.75,,270.75,,215.25,244,215.5,215.25
9/1/2015,242.5,,249,,255.5,,262,,268.5,272,275.5,,282.5,,290,,297.5,,239.25,251.75,218,239.25
8/31/2015,203.5,,209.25,,215,,221,,227.25,230.25,233.5,,240,,246.5,,253.5,,200.75,204,191.5,200.75
8/28/2015,188.75,,194,,199.75,,205.5,,211,214,217.25,,223.5,,230,,236.5,,186,198.25,181.75,186
8/27/2015,186,,191.25,,197,,202.75,,208.75,211.75,214.75,,221,,227.5,,234,,183.25,214,181.25,183.25
