Date,ESM6P 2175 Index,ESM6P 2180 Index,ESM6P 2185 Index,ESM6P 2190 Index,ESM6P 2195 Index,ESM6P 2200 Index,ESM6P 2205 Index,ESM6P 2210 Index,ESM6P 2215 Index,ESM6P 2220 Index,ESM6P 2225 Index,ESM6P 2230 Index,ESM6P 2235 Index,ESM6P 2240 Index,ESM6P 2245 Index,ESM6P 2250 Index,ESM6P 2255 Index,ESM6P 2260 Index,Open,High,Low,Close
9/18/2015,265,268.75,,276.5,,284.25,,292,,300.25,304.25,308.5,,316.75,,325.25,,333.75,261.25,261.25,261.25,261.25
9/17/2015,243.25,247,,254.25,,261.5,,269,,276.75,280.75,284.5,,292.75,,301,,309.25,239.75,239.75,239.75,239.75
9/16/2015,235,238.5,,245.75,,253,,260.25,,268,271.75,275.75,,283.5,,291.5,,299.75,231.75,253,232.25,231.75
9/15/2015,252.75,256.25,,263.5,,270.75,,278.5,,286,290,294,,302,,310,,318.25,249.25,277.75,248,249.25
9/14/2015,275.5,279.25,,286.75,,294.25,,302,,310,314,318,,326.25,,334.5,,343,272,275.75,257.75,272
9/11/2015,270,273.5,,281,,288.5,,296.25,,304,308,312,,320.25,,328.5,,337,266.25,283.75,266.75,266.25
9/10/2015,278.5,282,,289.5,,297.25,,305,,313,317,321.25,,329.25,,337.75,,346,274.75,281.25,264.75,274.75
9/9/2015,284.5,288.25,,295.75,,303.5,,311.5,,319.5,323.25,327.5,,335.5,,344,,352.5,281,275.75,243.75,281
9/8/2015,267.25,270.75,,278,,285.5,,292.75,,300.5,304.5,308.25,,316.25,,324.25,,332.5,263.75,292.5,263,263.75
9/4/2015,304,307.75,,315.5,,323.25,,331.25,,339.25,343.25,347.5,,355.75,,364,,372.75,300,307,277.25,300
9/3/2015,282.5,286.25,,293.5,,301.25,,309,,317,321,325,,333,,341.5,,350,279,281.5,257,279
9/2/2015,281.75,285.5,,292.75,,300.5,,308.25,,316,320,324,,332.25,,340.5,,349,278,299.75,277.75,278
9/1/2015,308.75,312.5,,320.5,,328.25,,336.25,,344.5,348.5,352.5,,361,,369.5,,378,305,299.25,277.75,305
8/31/2015,263.75,267.25,,274.5,,281.75,,289.25,,297,301,304.75,,312.5,,320.75,,329,260.25,264.25,249.25,260.25
8/28/2015,246.5,250,,257,,264,,271.5,,279,282.5,286.5,,294,,302,,310,243,257,239,243
8/27/2015,244.25,247.75,,255,,262,,269.5,,277,280.75,284.75,,292.5,,300.5,,308.75,241,279.25,240,241
8/26/2015,282.25,286,,293.75,,301.75,,310,,318.25,322.5,326.5,,335,,343.5,,352.5,278.5,322.75,292.5,278.5
8/25/2015,338,342.25,,350.75,,359.25,,368,,376.75,381.25,385.75,,394.75,,404,,413,334,320,269.25,334
8/24/2015,339.5,343.75,,352.25,,360.75,,369.5,,378.5,383,387.5,,396.5,,405.5,,414.75,335.5,328.75,261,335.5
8/21/2015,254.75,258.25,,265.5,,273,,280.75,,288.5,292.5,296.5,,304.5,,312.75,,321.25,251,253.5,206.5,251
8/20/2015,209.75,213,,219.75,,226.5,,233.5,,240.75,244.5,248,,255.5,,263.25,,271,206.75,206.5,171.75,206.75
8/19/2015,175.75,178.5,,184.5,,190.5,,196.75,,203.25,206.5,209.75,,216.5,,223.5,,230.75,173,176.75,159,173
8/18/2015,162.75,165.5,,171,,176.5,,182.25,,188.5,191.5,194.5,,201,,207.5,,214.5,160.25,161.5,155.5,160.25
8/17/2015,159,161.5,,167,,172.75,,178.5,,184.5,187.5,190.5,,197,,203.5,,210,156.5,172.25,156.75,156.5
8/14/2015,166.25,169,,174.5,,180.25,,186,,192.25,195.25,198.5,,205,,211.75,,218.5,163.5,173.25,163.75,163.5
8/13/2015,172.25,175,,180.75,,186.75,,192.75,,199,202.25,205.5,,212.25,,219,,226,169.5,173.75,162.75,169.5
8/12/2015,170.25,173,,178.75,,184.5,,190.5,,196.5,199.75,203,,209.75,,216.5,,223.5,167.5,193.75,168.25,167.5
8/11/2015,173.25,176,,181.75,,187.75,,193.75,,200,203.25,206.5,,213,,219.75,,227,170.5,176,161.25,170.5
8/10/2015,159.5,162,,167.5,,173.25,,179,,185,188,191,,197.5,,204,,210.75,156.75,172.5,157,156.75
8/7/2015,176.5,179.5,,185.25,,191.5,,197.5,,204,207.5,210.75,,217.5,,224.5,,231.75,173.75,181,169.25,173.75
8/6/2015,173.5,176.25,,182,,188,,194,,200.5,203.75,207,,213.75,,220.5,,227.5,170.75,177,159,170.75
8/5/2015,164.25,167,,172.5,,178.25,,184,,190.25,193.25,196.5,,203,,209.5,,216.25,161.5,165.75,154.25,161.5
8/4/2015,171,174,,179.5,,185.5,,191.5,,197.75,201,204.25,,211,,218,,224.75,168.25,168.5,161.5,168.25
8/3/2015,166.5,169,,174.75,,180.5,,186.5,,192.5,195.75,199,,205.5,,212.25,,219,163.75,171.25,159,163.75
7/31/2015,163,165.75,,171.25,,176.75,,182.75,,188.75,191.75,194.75,,201.25,,207.5,,214.25,160.5,162.25,155.25,160.5
7/30/2015,160.25,162.75,,168.25,,173.75,,179.5,,185.25,188.25,191.5,,197.5,,204,,210.5,157.75,166.75,158,157.75
7/29/2015,161.75,164.25,,169.75,,175.5,,181,,187,190,193,,199.25,,205.75,,212.5,159.25,169.25,158.5,159.25
7/28/2015,171,174,,179.5,,185.25,,191.25,,197.5,200.5,203.75,,210.25,,216.75,,223.5,168.5,185.75,168.5,168.5
7/27/2015,188,190.75,,196.75,,202.75,,209,,215.5,218.75,222.25,,229,,236,,243.25,185,189.75,174.25,185
7/24/2015,177.5,180.25,,186,,192,,198.25,,204.75,208,211.25,,217.75,,224.5,,231.5,175,180,159.5,175
7/23/2015,165.25,168,,173.25,,178.75,,184.5,,190.5,193.5,196.5,,203,,209.25,,216,162.5,166,153.25,162.5
7/22/2015,158.75,161.25,,166.5,,172,,177.5,,183.25,186.25,189.25,,195.5,,201.75,,208.25,156.25,160,155.5,156.25
7/21/2015,156,158.5,,163.5,,169,,174.5,,180.25,183,186,,192,,198.25,,204.75,153.5,157,149,153.5
7/20/2015,152.5,155,,160,,165,,170.5,,176,178.75,181.75,,187.5,,193.75,,200,150,152.25,148,150
7/17/2015,154.5,157,,162.25,,167.5,,172.75,,178.5,181.25,184,,190,,196,,202.25,152.25,154.75,152.25,152.25
7/16/2015,156.25,158.75,,164,,169,,174.5,,180,183,185.75,,191.75,,197.75,,204,153.75,156.25,154,153.75
7/15/2015,164,166.5,,171.75,,177.25,,182.75,,188.5,191.5,194.5,,200.75,,207,,213.5,161.5,167,159.5,161.5
7/14/2015,165,167.75,,173,,178.5,,184,,190,193,195.75,,202,,208.5,,215,162.5,168.25,161.25,162.5
7/13/2015,169.5,172,,177.5,,183.25,,189,,195,198,201,,207.5,,213.75,,220.5,166.75,192.75,167.75,166.75
7/10/2015,188.5,191.5,,197.25,,203.25,,209.25,,215.5,218.75,222,,228.5,,235.5,,242.5,185.75,198,183.75,185.75
7/9/2015,209.75,212.75,,219,,225.25,,231.75,,238.25,241.5,245,,252,,259.25,,266.5,206.75,208.75,188.75,206.75
7/8/2015,210,213,,219.25,,225.5,,232,,238.75,242.25,245.75,,252.5,,259.75,,267.25,207,209.25,192.25,207
7/7/2015,186.75,189.5,,195,,201,,207,,213.25,216.5,219.5,,226,,232.75,,239.75,184,210.75,183.25,184
7/6/2015,193.5,196.25,,202,,208,,214,,220.5,223.5,227,,233.5,,240.25,,247.25,190.5,210.25,188.25,190.5
7/2/2015,190,193,,198.5,,204.5,,210.75,,217,220.25,223.5,,230,,236.75,,243.75,187.25,192.5,181.75,187.25
7/1/2015,188.5,191.5,,197.25,,203,,209,,215.25,218.5,221.5,,228.25,,235,,241.75,185.75,193.5,184.75,185.75
6/30/2015,201.75,204.5,,210.5,,216.5,,222.75,,229.25,232.5,235.75,,242.5,,249.5,,256.5,198.75,205,192.75,198.75
6/29/2015,206.25,209,,215,,221.25,,227.5,,234,237.25,240.5,,247.25,,254.25,,261.5,203.25,205.75,183.25,203.25
6/26/2015,175,177.5,,182.75,,188.25,,194,,199.75,202.75,205.75,,211.75,,218.25,,224.75,172.25,178.25,171,172.25
6/25/2015,175.75,178.5,,183.75,,189.25,,195,,200.75,203.75,206.75,,213,,219.5,,226,173,174.5,164.75,173
6/24/2015,173.5,176,,181.25,,186.75,,192.5,,198,201,204,,210.25,,216.5,,223,171,171.25,161.75,171
6/23/2015,163.25,165.75,,170.75,,176,,181.25,,187,189.75,192.5,,198.25,,204.5,,210.5,160.75,164.5,161.5,160.75
6/22/2015,167,169.5,,174.5,,180,,185.25,,190.75,193.5,196.5,,202.5,,208.5,,214.5,164.5,169.25,163.25,164.5
6/19/2015,0.05,0.05,,0.05,,0.05,,0.05,,0.05,0.05,0.05,,0.05,,0.05,,0.05,0.05,0.05,0.05,0.05
